"","Genotype","whole_height(ck)","whole_height(salt)","whole_height(salt/ck)","whole_weight(ck)","whole_weight(salt)","whole_weight(salt/ck)","shoot_height(ck)","shoot_height(salt)","shoot_height(salt/ck)","shoot_weight(ck)","shoot_weight(salt)","shoot_weight(salt/ck)","root_length(ck)","root_length(salt)","root_length(salt/ck)","root_weight(ck)","root_weight(salt)","root_weight(salt/ck)","shoot_ABA(ck)","shoot_ABA(salt)","shoot_ABA(salt/ck)","root_ABA(ck)","root_ABA(salt)","root_ABA(salt/ck)","shoot_SA(ck)","shoot_SA(salt)","shoot_SA(salt/ck)","root_SA(ck)","root_SA(salt)","root_SA(salt/ck)","shoot_ACC(ck)","shoot_ACC(salt)","shoot_ACC(salt/ck)","root_ACC(ck)","root_ACC(salt)","root_ACC(salt/ck)","shoot_JA(ck)","shoot_JA(salt)","shoot_JA(salt/ck)","root_JA(ck)","root_JA(salt)","root_JA(salt/ck)","shoot_JA-ILE(ck)","shoot_JA-ILE(salt)","shoot_JA-ILE(salt/ck)","root_JA-ILE(ck)","root_JA-ILE(salt)","root_JA-ILE(salt/ck)","shoot_OPDA(ck)","shoot_OPDA(salt)","shoot_OPDA(salt/ck)","root_OPDA(ck)","root_OPDA(salt)","root_OPDA(salt/ck)","shoot_tz(ck)","shoot_tz(salt)","shoot_tz(salt/ck)","root_tz(ck)","root_tz(salt)","root_tz(salt/ck)","shoot_tzr(ck)","shoot_tzr(salt)","shoot_tzr(salt/ck)","root_tzr(ck)","root_tzr(salt)","root_tzr(salt/ck)","shoot_Na(ck)","shoot_Na(salt)","shoot_Na(salt/ck)","shoot_K(ck)","shoot_K(salt)","shoot_K(salt/ck)"
"383","GEMS62","56.75","50","0.881057269","2.04","1.71","0.838235294","31","26.66666667","0.860215054","1.3075","1.1225","0.858508604","25.75","23.75","0.922330097","0.73","0.5875","0.804794521","19.5789473684211","92.0353982300885",4.70073270530021,"3.93586005830904","1.11185983827493",0.282494758909852,"7.50877192982456","2.70403146509341",0.360116339977393,"3.31632653061224","2.15633423180593",0.650217706821482,"78.9473684210526","247.443461160275",3.13428384136348,"277.405247813411","164.521563342318",0.593073002905046,"36.280701754386","2.90068829891839",0.0799512732293753,"42.3469387755102","3.80727762803235",0.0899067969993182,"2.70175438596491","0.589970501474926",0.218365705091369,"28.0247813411079","0.707547169811321",0.0252471968005496,"0.175438596491228","0.633309193706981",3.60986240412979,"0.21865889212828","5.86253369272237",26.811320754717,"2.14035087719298","4.32645034414946",2.02137434111901,"1.67638483965015","1.41509433962264",0.844134536505329,"7.47368421052632","15.6833824975418",2.09848075671334,"41.6909620991254","13.6455525606469",0.327302414566565,"0.88358458961474","16.0905550146057","0.0549132449945135","37.9941373534338","33.763388510224","0.888647324616058"
"384","GEMS63","66.16666667","55.5","0.838790932","2.613333333","2.766666667","1.058673469","33.76666667","29.33333333","0.868706811","1.616666667","1.596666667","0.987628866","31.23333333","26.33333333","0.843116329","1.006666667","1.203333333","1.195364238","17.0010559662091","0.824175824175824",0.048477919595932,"6.02055800293686","5.24137931034483",0.870580319596299,"36.9588173178458","0.824175824175824",0.0222998430141287,"33.1864904552129","34.4827586206897",1.03906011595972,"289.070749736008","113.971742543171",0.394269370551171,"293.392070484582","355.448275862069",1.21151289220255,"46.4097148891235","0.627943485086342",0.0135304318629526,"94.9339207048458","90.1724137931035",0.949843987519002,"7.81414994720169","9.26811298622013",1.18606797269601,"14.3538913362702","51.1724137931035",3.56505511949908,"15.2353971752904","8.42621664050235",0.553068393528227,"1.85022026431718","0.310344827586207",0.167733990147783,"1.31995776135164","3.64992150706436",2.76518053375195,"2.45961820851689","1.82758620689655",0.743036541430776,"9.39809926082365","4.82731554160126",0.513648069426561,"16.079295154185","47.7586206896552",2.97019367028815,"0.408438061041293","11.2939585211903","0.036164296183217","56.705565529623","33.5211902614968","0.591144624842606"
"385","GEMS64","50.275","38.45","0.764793635","2.4025","1.555","0.647242456","30","29.575","0.985833333","1.66","1.4875","0.896084337","24.45","23.725","0.970347648","1.1825","1.09","0.921775899","0.382209867963864","34.5893719806763",90.4983750548967,"NA","1.41025641025641",NA,"2.64072272411397","9.32367149758454",3.53072718026951,"NA","3.84615384615385",NA,"289.332870048645","627.729468599034",2.16957537003485,"NA","280.576923076923",NA,"6.81028492008339","3.23671497584541",0.475268658187913,"NA","2.05128205128205",NA,"4.31741521890202","2.27053140096618",0.525900634024172,"NA","15.7660256410256",NA,"2.49370326615705","0.211779178743961",0.0849255729894141,"NA","0.756410256410256",NA,"0.486448922863099","2.85024154589372",5.85928226363009,"NA","1.50641025641026",NA,"1.66782487838777","18.743961352657",11.2385668276973,"NA","8.68589743589744",NA,"0.334462320067739","15.2725563909774","0.0218995636032046","44.1405588484335","38.8862781954887","0.880964790885712"
"386","GEMS65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"387","GEMS66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.07852193995381","NA",NA,"0.959324635456639","NA",NA,"1.69361046959199","NA",NA,"4.91174213353799","NA",NA,"35.796766743649","NA",NA,"109.171143514965","NA",NA,"6.23556581986143","NA",NA,"6.792018419033","NA",NA,"2.80985373364126","NA",NA,"0.0767459708365311","NA",NA,"1.8722357582756","NA",NA,"0.0767459708365311","NA",NA,"0.615858352578907","NA",NA,"0.959324635456638","NA",NA,"6.04311008468052","NA",NA,"17.344589409056","NA",NA,"0.669330669330669","NA","NA","44.4755244755245","NA","NA"
"388","GEMS9","37.125","37.2","1.002020202","1.5075","1.5525","1.029850746","21.7","19.9","0.917050691","0.82","0.7625","0.929878049","20.275","24.6","1.213316893","0.7425","0.7825","1.053872054","0.433412135539795","38.3490073145246",88.481618694785,"22.8940783986656","3.09555854643338",0.135212192975359,"2.00945626477541","13.2706374085684",6.60409367508758,"13.71976647206","8.00807537012113",0.583688897797889,"240.819542947202","634.796238244514",2.63598307045906,"1318.22351959967","441.453566621803",0.334885214880605,"4.41292356185973","8.93416927899687",2.02454657411554,"239.407839866555","4.4414535666218",0.0185518300866732,"1.55407289204098","6.89655172413793",4.43772731604669,"15.929941618015","32.9744279946164",2.06996540133744,"2.74492474389283","2.71645370950888",0.98962775411337,"1.08423686405338","0.619111709286676",0.571011491872864,"0.945626477541371","7.26227795193313",7.67985893416929,"2.00166805671393","0.53835800807537",0.268954688200987,"0.512214342001576","24.3469174503657",47.5326742223293,"40.325271059216","14.2664872139973",0.353785277550833,"0.528169014084507","7.85288270377734","0.0672579782492422","31.2984154929577","33.8717693836978","1.08221994149573"
"389","GY1007","59","46.75","0.792372881","1.996666667","1.33","0.666110184","33.73333333","23.33333333","0.691699605","1.24","0.713333333","0.575268817","24.2","20","0.826446281","0.75","0.623333333","0.831111111","2.14088397790055","0.451977401129944",0.211117186076181,"4.74576271186441","0.111607142857143",0.0235172193877551,"31.457182320442","1.86440677966102",0.0592680794061286,"152.372881355932","3.29241071428571",0.0216075897822978,"24.171270718232","199.661016949153",8.26026150121069,"307.033898305085","633.147321428572",2.06214142778282,"7.87292817679558","0.790960451977401",0.100465853900287,"58.1779661016949","4.296875",0.0738574289876184,"3.48756906077348","0.942592404268676",0.270272039877434,"1.10169491525424","10.4352678571429",9.47201236263738,"2.74400923687845","2.48022598870057",0.903869402248093,"0.36864406779661","1.24441964285714",3.37566707717569,"0.483425414364641","7.57062146892655",15.6603712671509,"0.550847457627119","1.89732142857143",3.44436813186813,"3.7292817679558","6.61016949152542",1.77250470809793,"9.95762711864407","50.4464285714286",5.0661094224924,"0.335507921714818","15.9749034749035","0.0210021877278883","42.9543336439888","34.242277992278","0.797178656665531"
"390","GY1032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"391","GY220","45.1","48.925","1.08481153","1.6725","1.745","1.043348281","29.35","25.9","0.882453152","1.0475","0.8825","0.8424821","15.425","18.55","1.202593193","0.6875","0.7925","1.152727273","6.36152055857254","8.0161476355248",1.2600993051453,"24.6039142590867","1.37289636846767",0.0557999167941594,"2.94802172226532","5.42099192618224",1.83885752443392,"6.66356011183597","2.74579273693534",0.412060924018409,"169.55003878976","1175.83621683968",6.93503950357512,"252.236719478099","171.700620017715",0.680712230847988,"2.71528316524438","0.346020761245675",0.12743450321305,"119.10531220876","0.442869796279894",0.00371830431461916,"0.0775795190069822","0.692041522491349",8.92041522491348,"83.5041938490214","0.885739592559788",0.0106071270403644,"0.69821567106284","1.78952756632065",2.56300114776368,"0.419384902143523","0.974313551815766",2.32319653577404,"1.04732350659426","2.19146482122261",2.09244307744885,"2.74930102516309","1.06288751107175",0.386602813349149,"4.03413498836307","10.7843137254902",2.67326546003017,"38.4902143522833","9.07883082373782",0.235873740287426,"1.14346590909091","12.9592850049652","0.088235262103797","50.8877840909091","32.1251241310824","0.631293437216525"
"392","GY237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"393","GY246","55","47.675","0.866818182","1.996666667","1.67","0.83639399","30.06666667","24.05","0.799889135","1.283333333","0.9425","0.734415584","24.26666667","25.575","1.053914835","0.733333333","0.74","1.009090909","0.720461095100865","1.25801068090788",1.74611882510014,"16.4130434782609","3.5427319211103",0.215848567378905,"6.24399615754083","14.0867489986649",2.25604703194002,"2.8804347826087","4.7845142439737",1.66103890734181,"197.406340057637","125.300400534045",0.634733415843994,"1133.47826086957","264.097881665449",0.232997747537603,"14.9375600384246","0.867823765020027",0.0580967549444275,"36.3586956521739","4.20014609203798",0.115519713144243,"0.685827521613833","14.5529399198932",21.2195332809748,"2.8804347826087","20.891161431702",7.2527805725154,"0.816522574447647","0.836984646194927",1.02506001963402,"0.127179619565217","1.43900657414171",11.3147576558349,"0.240153698366955","0.700934579439253",2.91869158878505,"1.14130434782609","0.620891161431702",0.544018922397299,"2.6416906820365","3.4045393858478",1.28877290933366,"53.3695652173913","7.37764791818846",0.138236987469112,"1.14718614718615","11.373121869783","0.100868183803964","48.1298701298701","28.0050083472454","0.581863368250917"
"394","GY386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.361990950226244","1.04529616724739",2.88763066202092,"7.59878419452888","2.4",0.31584,"4.47963800904977","2.1486643437863",0.479651333309871,"15.9954407294833","6.68571428571429",0.417976247030879,"340.769230769231","898.490127758421",2.636652745115,"539.019756838906","647.028571428571",1.20038006625784,"2.17194570135747","0.348432055749129",0.160423925667828,"46.8844984802432","5.08571428571429",0.108473257698541,"0.333751357466063","0.060068118466899",0.179978649144542,"59.2705167173252","47.4285714285714",0.800205128205128,"4.16289592760181","0.129394308943089",0.0310827633439377,"0.13677811550152","1.76571428571429",12.9093333333333,"0.271493212669683","1.50987224157956",5.56136275648472,"1.97568389057751","1.02857142857143",0.520615384615385,"1.67420814479638","8.13008130081301",4.85607558778291,"41.8693009118541","4.62857142857143",0.110548094373866,"0.554854981084489","12.6674107142857","0.0438017676697535","62.1689785624212","37.3325892857143","0.600501892567372"
"395","GY386B","47.33333333","55.66666667","1.176056338","1.283333333","1.0375","0.808441558","30.6","25","0.816993464","0.69","0.56","0.811594203","22.36666667","14.875","0.665052161","0.576666667","0.4875","0.845375723","0.876338851022396","0.868878357030016",0.991486747410918,"2.61538461538461","0.098135426889107",0.0375223691046586,"1.16845180136319","0.23696682464455",0.202804107424961,"5.7948717948718","6.28066732090285",1.08383197130624,"88.0720545277507","202.685624012638",2.30136136938617,"280.051282051282","133.905789990186",0.478147391468344,"3.99221032132425","0.394944707740916",0.0989288328902245,"28.7179487179487","72.0314033366045",2.50823636618534,"1.02239532619279","1.26037111637704",1.23276298716117,"2.35897435897436","17.0264965652601",7.21775397875156,"0.187976630963973","1.2480252764613",6.63925760378423,"0.102564102564103","0.785083415112856",7.65456329735031,"0.53554040895813","1.93522906793049",3.61360045957203,"2.92307692307692","4.56329735034347",1.56112804090698,"3.94352482960078","5.45023696682465",1.38207243578492,"14.7692307692308","6.62414131501472",0.448509568204121,"0.407766990291262","14.3832391713748","0.0283501501596936","45.3495145631068","39.3596986817326","0.867918853397229"
"396","GY462","53.75","38.66666667","0.719379845","1.28","1.1875","0.927734375","23.5","21.66666667","0.921985816","0.69","0.7225","1.047101449","28.33333333","19.5","0.688235294","0.5925","0.5175","0.873417722","12.8984432913269","0.275721107927412",0.0213763088847172,"8.52842809364549","1.69104204753199",0.198282969494927,"15.4929577464789","34.6959407831901",2.23946526873318,"15.0501672240803","2.23948811700183",0.148801543774121,"443.699036323202","315.472779369628",0.711006230673508,"1692.69788182832","456.62705667276",0.269762880650354,"65.8636026686434","0.286532951289398",0.00435039900156892,"66.9453734671126","0.776965265082267",0.0116059590804129,"14.2698295033358","0.736732091690544",0.0516286541137945,"8.69565217391304","1.05118829981718",0.120886654478976,"2.89103039288362","0.232823304680038",0.0805329841059926,"0.334448160535117","0.594149908592322",1.77650822669104,"1.26019273535953","2.05348615090735",1.62950165739647,"1.11482720178372","0.685557586837294",0.614945155393055,"5.48554484803558","3.96370582617001",0.722572859392344,"20.5685618729097","24.4058500914077",1.18656084184242,"1.07992388201713","NA","NA","44.372026641294","NA","NA"
"397","GY798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"398","GY923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.071761416589","0.107293233082707",0.100109251389343,"2.4","4.97942386831276",2.07475994513032,"1.81733457595527","22.1659398496241",12.1969504916136,"3.77142857142857","5.67901234567901",1.50579872802095,"228.704566635601","953.458646616541",4.16895325109841,"362.685714285714","722.716049382716",1.99267856691311,"2.28331780055918","0.150375939849624",0.065858523860672,"20.5714285714286","36.3786008230453",1.76840420667581,"2.42311276794035","1.21821503759399",0.502747975130136,"38.8","38.1069958847737",0.982139069195199,"2.58231721808015","1.24491954887218",0.482093965898476,"0.342857142857143","0.699588477366255",2.04046639231824,"2.09692451071761","10.3759398496241",4.94817042606519,"3.25714285714286","12.1810699588477",3.73980218034798,"8.7138863000932","6.2406015037594",0.716167423907362,"92.8571428571429","126.460905349794",1.36188667299778,"1.34294385432473","10.054347826087","0.13356846983554","62.7845220030349","32.5407608695652","0.51829272297386"
"399","H127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"400","H21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"401","HAI1134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"402","HAI268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"403","HB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.41784037558686","0.174013921113689",0.023458838732415,"4.42708333333333","1.78018575851393",0.4021125478055,"4.46009389671362","2.08816705336427",0.468189034070094,"41.015625","10.4489164086687",0.254754533392304,"45.962441314554","186.426914153132",4.05607075736641,"395.486111111111","532.894736842105",1.34744235478952,"1.12676056338028","0.870069605568446",0.772186774941997,"3.64583333333333","22.6006191950464",6.19902697921273,"1.31455399061033","8.75117723640113",6.657145540548,"3.81944444444444","10.9907120743034",2.87756825218126,"0.494458098591549","8.78190255220418",17.7606607662392,"0.177951388888889","1.1609907120743",6.52420146492484,"1.69014084507042","1.91415313225058",1.13254060324826,"1.51909722222222","3.09597523219814",2.03803626713844,"5.39906103286385","3.82830626450116",0.709068899424997,"8.46354166666667","35.5263157894737",4.19757085020243,"NA","NA","NA","NA","NA","NA"
"404","HSBN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"405","HTH-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"406","HU803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","7.06161137440758",NA,"5.48446069469836","1.6155758077879",0.29457332228666,"NA","1.80094786729858",NA,"10.6032906764168","2.56835128417564",0.242222095248979,"NA","671.800947867299",NA,"1913.52833638026","353.024026512013",0.184488528233563,"NA","0.663507109004739",NA,"73.7659963436929","0.497100248550124",0.00673888069286041,"NA","0.453218641390205",NA,"NA","1.44987572493786",NA,"NA","0.696682464454976",NA,"NA","0.372825186412593",NA,"NA","3.22274881516588",NA,"NA","1.53272576636288",NA,"NA","27.8199052132701",NA,"88.5740402193784","7.62220381110191",0.0860546023668265,"NA","11.9971936389149","NA","NA","35.8278765201123","NA"
"407","HUA83-2","52.18","40.75","0.780950556","1.647","1.6025","0.972981178","30.2","28.475","0.942880795","1.155","1.145","0.991341991","17.25","19.375","1.123188406","0.82","0.93","1.134146341","0.414593698175788","3.68997826086957",8.9002275652174,"12.6740947075209","1.66112956810631",0.131064948340696,"3.23383084577114","437.804619565217",135.382659280937,"17.6880222841226","0.44296788482835",0.0250433812052563,"197.802653399668","470.489130434783",2.3785784586223,"1477.25162488394","1356.81063122924",0.918469547350024,"3.73134328358209","0.217391304347826",0.0582608695652174,"96.0074280408542","21.5946843853821",0.224927225174628,"0.311865339966833","0.792296195652174",2.54050737326705,"5.38532961931291","53.1007751937984",9.86026463512428,"0.538971807628524","0.24401847826087",0.452748130434783,"0.0928505106778087","0.110741971207087",1.19269102990033,"0.207296849087894","0.923913043478261",4.45695652173913,"2.92479108635098","1.49501661129568",0.511153298528712,"1.90713101160862","6.73913043478261",3.53364839319471,"30.2228412256267","33.4440753045404",1.10658276814102,"0.830564784053156","10.0798403193613","0.0823986053090357","57.9401993355482","37.8243512974052","0.652817072277463"
"408","HUANGC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"409","HYS","37.87333333","41.2","1.087836648","1.267","1.283333333","1.012891344","21.35","19.2","0.899297424","0.705","0.603333333","0.855791962","21.975","19.2","0.873720137","0.492","0.553333333","1.124661247","0.192307692307692","0.176275659824047",0.916633431085046,"3.10880829015544","4.53137103020914",1.45759101471727,"5.65384615384615","19.2957966764418",3.41286199719379,"1.33234641006662","6.04182804027885",4.53472760134262,"254.461538461538","239.736070381232",0.942130869091905,"250.888230940044","262.664601084431",1.04693871091626,"1.23076923076923","0.0977517106549365",0.079423264907136,"4.70022205773501","2.86599535243997",0.609757436401008,"0.167887192307692","0.67121798631476",3.99802973108633,"0.35899333826795","16.847405112316",46.9295758901833,"2.11538461538461","3.00689736070381",1.42144238869635,"0.0945022945965951","1.78156467854376",18.85207852517,"0.307692307692308","0.733137829912023",2.38269794721407,"0.259067357512953","0.658404337722696",2.54144074360961,"2.11538461538461","2.54154447702835",1.20145738914068,"9.40044411547002","9.60495739736638",1.02175570423953,"0.984481086323958","4.90783410138249","0.20059379880967","41.2560620756547","34.4930875576037","0.836073193179486"
"410","HZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"411","IRF291","41.95","45.625","1.087604291","2.1325","1.7","0.797186401","23.25","24.625","1.059139785","0.8175","1.0025","1.226299694","17.37","20.125","1.158606793","0.8425","0.8575","1.017804154","0.504484304932735","15.2790484903934",30.2864694520687,"9.25925925925926","0.482315112540193",0.0520900321543408,"4.59641255605381","4.80329368709973",1.0450092607056,"5.60560560560561","0.107181136120043",0.0191203491042719,"214.910313901345","239.524245196706",1.11453117744112,"619.71971971972","190.192926045016",0.306901523370975,"4.87668161434978","5.16925892040256",1.05999516252852,"20.3203203203203","0.643086816720257",0.0316474743794846,"0.508574215246637","7.68526989935956",15.1114029554812,"0.2002002002002","0.321543408360129",1.60610932475885,"1.12107623318386","3.70965036596523",3.30900812644097,"0.0871589089089089","0.133976420150054",1.5371511854293,"0.112107623318386","0.960658737419945",8.56907593778588,"0.650650650650651","2.03644158628081",3.12985406876081,"2.18609865470852","7.50228728270814",3.43181551598752,"16.3163163163163","42.2829581993569",2.59145246878267,"0.668122270742358","4.25138632162662","0.157153977596355","67.3406113537118","43.2301293900185","0.641962235283979"
"412","IRF314","49.65833333","43.15","0.868937741","2.114166667","1.5025","0.710681908","28.43333333","26.55","0.933763189","1.026666667","0.8525","0.830357143","16.73333333","22","1.314741036","0.595","0.68","1.142857143","5.16949152542373","0.55015406162465",0.106423244707719,"0.890471950133571","0.0844594594594595",0.094847972972973,"2.66949152542373","13.1161998132586",4.91337008877623,"0.6233303650935","0.0844594594594595",0.135497104247104,"175.550847457627","207.983193277311",1.18474616493955,"331.567230632235","174.831081081081",0.527286972080177,"14.4915254237288","0.280112044817927",0.0193293691745704,"14.0694568121104","0.802364864864865",0.0570288445090661,"9.66101694915254","1.50814659197012",0.156106401624977,"0.712377560106857","0.337837837837838",0.474239864864865,"6.39830508474576","3.64579878618114",0.569806962608443,"0.0935010685663402","0.0844594594594595",0.903299403466544,"0.550847457627119","0.887021475256769",1.6102851396969,"0.712377560106857","1.47804054054054",2.07479940878378,"2.3728813559322","2.28758169934641",0.964052287581703,"16.3846838824577","29.9408783783784",1.82736991407168,"0.279091769157994","3.45744680851064","0.0807219270795428","55.5203405865658","37.862669245648","0.681960320229188"
"413","J4112","49.625","43.65","0.879596977","2.7975","1.9775","0.706881144","25.275","22.75","0.900098912","1.4025","0.9725","0.693404635","18.7","21","1.122994652","1.315","0.6975","0.530418251","NA","0.851798597194389",NA,"3.01249081557678","2.30769230769231",0.766041275797375,"NA","3.08907815631262",NA,"4.40852314474651","6.7032967032967",1.52053113553113,"NA","289.679358717435",NA,"840.117560617193","529.78021978022",0.63060248305132,"NA","0.200400801603206",NA,"34.2027920646583","4.3956043956044",0.12851595236128,"NA","0.591558617234469",NA,"4.4452608376194","48.3516483516484",10.8771228771229,"NA","0.603410320641283",NA,"0.201546534410972","1.63186813186813",8.0967312915468,"NA","1.05210420841683",NA,"1.06539309331374","0.714285714285714",0.670443349753694,"0","3.80761523046092",Inf,"28.9493019838354","12.3626373626374",0.427044402298211,"0.31569173630455","1.77527151211362","0.177827298050139","51.3184772516249","64.640768588137","1.25960028531615"
"414","JH59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
